Country	Country Cod	Series	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Bhutan	BTN	Political Stability and Absence of Violence/Terrorism: Estimate	0.692917943	0.918888807	1.171561718	1.283388257	1.263382912	0.56866318	0.720590889	0.803936958	0.742221653	0.826495349	0.77630949	0.784624875	1.068038583	0.974714994	0.99032706
Bhutan	BTN	Control of Corruption: Estimate	1.039470911	1.090904474	0.796503127	0.819255352	0.815984666	0.881052434	0.858181715	0.909912825	0.912634909	0.838497639	0.939840794	0.901595712	1.280398726	1.022311449	1.13675499
Bhutan	BTN	Government Effectiveness: Estimate	0.784538567	0.489438802	0.020590335	0.324595094	0.236617506	0.295872599	0.282585412	0.494820297	0.584653556	0.632624924	0.5126127	0.400447756	0.256147236	0.40649128	0.485713512
Bhutan	BTN	Regulatory Quality: Estimate	-0.417962492	0.033446461	-0.819621027	-0.280611604	-0.567003012	-0.692284524	-0.749368489	-1.070560217	-1.169392705	-1.154382467	-1.086905122	-1.078862906	-0.998003304	-0.71343559	-0.665243924
Bhutan	BTN	Rule of Law: Estimate	0.058394514	0.206634939	0.341372043	0.311701059	0.193787485	0.338521272	0.384160191	0.21322076	0.16186823	0.195595726	0.236313418	0.290323943	0.379015028	0.522356212	0.474711835
Bolivia	BOL	Political Stability and Absence of Violence/Terrorism: Estimate	-0.289909422	-0.83416158	-0.680682898	-0.973391593	-0.802807093	-0.850300491	-0.695555389	-0.50745821	-0.415407211	-0.417126507	-0.458068103	-0.328593433	-0.333112091	-0.268487215	-0.206531405
Bolivia	BOL	Control of Corruption: Estimate	-0.89961642	-0.815141678	-0.775836229	-0.73623836	-0.434567153	-0.40370661	-0.52322185	-0.630316675	-0.465761274	-0.569419503	-0.729200125	-0.589919269	-0.630129397	-0.696357191	-0.710404694
Bolivia	BOL	Government Effectiveness: Estimate	-0.30150497	-0.320804924	-0.587247849	-0.688737392	-0.716710329	-0.570681155	-0.624578178	-0.604518771	-0.502310693	-0.472497046	-0.368671596	-0.386593521	-0.5877074	-0.651944339	-0.56963712
Bolivia	BOL	Regulatory Quality: Estimate	-0.059288286	-0.084488548	-0.202816695	-0.692567766	-0.888066351	-0.981908083	-0.870967865	-0.879306436	-0.802754998	-0.755720437	-0.823580265	-0.776850402	-0.870252252	-0.885823071	-0.924245179
Bolivia	BOL	Rule of Law: Estimate	-0.400344998	-0.45208925	-0.684771121	-0.756328821	-0.850106418	-0.830112517	-0.974527836	-1.107930303	-1.023741364	-0.979057848	-1.016074419	-1.0464288	-1.055192828	-1.141066313	-1.203882575
Bosnia and Herzegovina	BIH	Political Stability and Absence of Violence/Terrorism: Estimate	-0.162515759	-0.404707491	0.016085448	-0.501404464	-0.44200334	-0.630627513	-0.540368795	-0.666618288	-0.693730175	-0.819794893	-0.538148701	-0.404944122	-0.019179042	-0.402437001	-0.377774239
Bosnia and Herzegovina	BIH	Control of Corruption: Estimate	-0.396527261	-0.299917668	-0.344451398	-0.238057494	-0.302429467	-0.376745909	-0.362638205	-0.380056113	-0.337140888	-0.320953071	-0.304385275	-0.238588452	-0.308030903	-0.393897533	-0.470387369
Bosnia and Herzegovina	BIH	Government Effectiveness: Estimate	-0.960075378	-0.745192528	-0.62970221	-0.755505741	-0.616913199	-0.844384789	-0.597142041	-0.715436161	-0.74107039	-0.743248463	-0.457261205	-0.434701741	-0.451142341	-0.545209169	-0.432830662
Bosnia and Herzegovina	BIH	Regulatory Quality: Estimate	-0.556430221	-0.481731236	-0.208252013	-0.576248348	-0.464326203	-0.277105451	-0.151175767	-0.091391511	-0.0880334	-0.03354983	-0.051364366	-0.065981761	-0.089865811	-0.195657492	-0.166711077
Bosnia and Herzegovina	BIH	Rule of Law: Estimate	-0.659653902	-0.627507269	-0.502165794	-0.518490136	-0.496047884	-0.470454961	-0.411505044	-0.358060479	-0.350860745	-0.332679927	-0.206737608	-0.151569322	-0.185617089	-0.281363338	-0.294730157
Botswana	BWA	Political Stability and Absence of Violence/Terrorism: Estimate	0.873669982	1.105562091	0.916183531	1.06344831	1.016433001	1.055395365	1.032002091	0.952790082	0.991209805	1.064446568	1.104041457	1.102347016	1.011847138	1.042091846	1.092399359
Botswana	BWA	Control of Corruption: Estimate	0.655178547	1.216737032	0.898179829	1.159933805	0.972932279	1.003516674	1.03906846	0.959988654	1.026902318	0.995536983	0.933660388	0.923625588	0.854375482	0.849635243	0.934546471
Botswana	BWA	Government Effectiveness: Estimate	0.606588066	0.725895762	0.610082507	0.649579465	0.507834554	0.601054907	0.56733191	0.472523302	0.447351903	0.460583478	0.482212812	0.414167732	0.352403283	0.497423857	0.506949604
Botswana	BWA	Regulatory Quality: Estimate	0.7811234	0.794562578	0.659892261	0.667958617	0.52660358	0.463955224	0.494899333	0.485163301	0.45573175	0.493844897	0.610933542	0.581118405	0.585061193	0.438878596	0.528430641
Botswana	BWA	Rule of Law: Estimate	0.570270538	0.730522275	0.652784586	0.639998972	0.622543275	0.649875522	0.695975542	0.666224599	0.674655974	0.667684734	0.662495196	0.596098185	0.633615911	0.595487714	0.521856964
Brazil	BRA	Political Stability and Absence of Violence/Terrorism: Estimate	0.329844594	0.005972705	-0.275706738	-0.264487565	-0.294623226	-0.356955171	-0.312599719	0.166292161	0.013475911	-0.132575423	0.045961641	-0.258553296	-0.070290133	-0.331458092	-0.448016375
Brazil	BRA	Control of Corruption: Estimate	0.081059128	0.0914829	0.02301299	-0.139790952	-0.109041564	-0.075929083	0.007890017	-0.069308594	0.046279952	0.165902138	-0.037277132	-0.084710017	-0.338454574	-0.396478355	-0.443444788
Brazil	BRA	Government Effectiveness: Estimate	0.05597958	0.197510153	0.019532161	-0.096330546	-0.320332617	-0.214283273	-0.089577764	-0.094775394	-0.035341211	-0.116546594	-0.128173426	-0.092886731	-0.139355496	-0.183996126	-0.175861731
Brazil	BRA	Regulatory Quality: Estimate	0.296639413	0.309619486	0.033440154	0.039208673	-0.03246149	-0.025431074	0.053928636	0.099460602	0.152444333	0.165336132	0.093901888	0.073423475	-0.078197271	-0.19265525	-0.20738399
Brazil	BRA	Rule of Law: Estimate	-0.231834039	-0.322894603	-0.364876688	-0.429489583	-0.366404682	-0.371002883	-0.315274954	-0.156511158	0.044080537	0.037660815	-0.06944935	-0.080180086	-0.049857914	-0.147071302	-0.08087071
Brunei Darussalam	BRN	Political Stability and Absence of Violence/Terrorism: Estimate	1.156787753	1.145259976	1.3695755	1.214634299	1.124461412	1.10672462	1.126965165	1.387627125	1.277547002	1.085193753	0.909327209	1.074022293	1.261507034	1.242662311	1.260026217
Brunei Darussalam	BRN	Control of Corruption: Estimate	0.310224086	0.318947732	0.408967286	0.246152416	0.207792073	0.214668885	0.491153687	0.991409063	0.863127589	0.861592948	0.546046436	0.646088302	0.531248033	0.572453856	0.656690061
Brunei Darussalam	BRN	Government Effectiveness: Estimate	0.894929528	0.745865285	0.243171856	0.600311995	0.873298883	0.924396574	0.888502538	0.918071687	0.901893735	0.897022545	0.84352529	0.869773328	1.086335182	1.060170531	1.071591854
Brunei Darussalam	BRN	Regulatory Quality: Estimate	1.093587995	1.033846617	1.20587945	0.912403345	0.936409652	0.986213863	0.783786833	1.087068319	1.110248685	1.154295683	1.151749492	1.105576396	0.98512876	0.852386951	0.59346509
Brunei Darussalam	BRN	Rule of Law: Estimate	0.502063751	0.590916991	0.381488591	0.241907552	0.122820817	0.412538826	0.465149164	0.788691103	0.77919966	0.849988163	0.793056726	0.594608605	0.472535253	0.407984078	0.624220431
Bulgaria	BGR	Political Stability and Absence of Violence/Terrorism: Estimate	0.468395174	0.174155131	0.003550667	0.146509647	0.395517141	0.358280092	0.370631129	0.353603989	0.36009106	0.301750302	0.379833996	0.170710385	0.078540899	0.017322188	0.026005547
Bulgaria	BGR	Control of Corruption: Estimate	-0.154371768	-0.028762648	0.108177446	0.057295028	-0.070736267	-0.183496863	-0.254679352	-0.212567106	-0.185103625	-0.220316142	-0.227857694	-0.267288208	-0.246874854	-0.264636964	-0.161271185
Bulgaria	BGR	Government Effectiveness: Estimate	0.248750851	0.114252992	0.150523335	0.181857437	-0.057375778	-0.007542833	-0.047309104	0.166158289	0.114835203	0.110085554	0.141888097	0.157344475	0.0787379	0.208816484	0.28976211
Bulgaria	BGR	Regulatory Quality: Estimate	0.561708272	0.648325264	0.662930489	0.64379257	0.596899331	0.628700912	0.697300017	0.669466138	0.649560809	0.54383409	0.563258588	0.538901448	0.568319023	0.563768148	0.658501983
Bulgaria	BGR	Rule of Law: Estimate	-0.033465389	-0.140373603	-0.112541936	-0.095587134	-0.093535163	-0.045955181	-0.107263453	-0.038340408	-0.069240548	-0.111741245	-0.085204966	-0.102405354	-0.046017233	-0.097000144	-0.037645712
Burkina Faso	BFA	Political Stability and Absence of Violence/Terrorism: Estimate	-0.308865517	0.06687247	-0.082301155	-0.064855136	0.156172335	0.30769673	0.120162971	0.034941409	-0.117637143	-0.555381477	-0.573129237	-0.763390124	-0.787128568	-0.611107409	-0.949450016
Burkina Faso	BFA	Control of Corruption: Estimate	0.007245655	-0.01193205	-0.135678381	-0.125747576	-0.309910446	-0.331875384	-0.304822922	-0.33533746	-0.350611091	-0.367860317	-0.478886276	-0.523092866	-0.464837611	-0.283615232	-0.125276372
Burkina Faso	BFA	Government Effectiveness: Estimate	-0.677747667	-0.557386935	-0.514618576	-0.578771651	-0.762336969	-0.753419638	-0.489797771	-0.585571945	-0.568846405	-0.55904597	-0.623988986	-0.660841942	-0.578829587	-0.586617649	-0.545139253
Burkina Faso	BFA	Regulatory Quality: Estimate	-0.114519231	-0.302667707	-0.330673903	-0.4010216	-0.343610555	-0.26464349	-0.193982556	-0.111920461	-0.156400964	-0.179534972	-0.11886026	-0.174999267	-0.308936775	-0.371362418	-0.397402465
Burkina Faso	BFA	Rule of Law: Estimate	-0.651758492	-0.540295362	-0.566935897	-0.520029128	-0.431035161	-0.399378419	-0.344881445	-0.207123846	-0.194490328	-0.358949095	-0.436797351	-0.530449867	-0.547252774	-0.527029812	-0.447282583
Burundi	BDI	Political Stability and Absence of Violence/Terrorism: Estimate	-2.288240433	-2.24452734	-2.523784637	-1.524741888	-1.42700541	-1.37533474	-1.638163805	-1.272694111	-1.625959396	-1.807200432	-1.70473814	-1.350277543	-0.784407139	-1.939510822	-2.080499887
Burundi	BDI	Control of Corruption: Estimate	-0.822992623	-0.895339489	-0.89225775	-0.930024207	-1.095597506	-1.160764337	-1.090768337	-1.129477143	-1.165456772	-1.187131405	-1.452942967	-1.409684777	-1.258652925	-1.242423058	-1.180130601
Burundi	BDI	Government Effectiveness: Estimate	-1.401429296	-1.394840717	-1.307575822	-1.249580622	-1.103346586	-1.268630385	-1.127049208	-1.046169996	-1.100945234	-1.063228846	-1.320103168	-1.064956784	-1.12914741	-1.159004688	-1.397563338
Burundi	BDI	Regulatory Quality: Estimate	-1.263123989	-1.172414184	-1.196419001	-1.364591122	-1.202597976	-1.244897127	-1.243565798	-1.155624986	-1.115115523	-1.012376547	-0.945402741	-0.877928495	-0.707014799	-0.71047318	-0.825263858
Burundi	BDI	Rule of Law: Estimate	-1.247861743	-1.397836685	-1.537410021	-1.153884649	-0.970440507	-1.064635992	-1.023133278	-1.147296667	-1.195464969	-1.138629794	-1.083530903	-1.069999337	-0.966020286	-1.166668534	-1.388797641
Cabo Verde	CPV	Political Stability and Absence of Violence/Terrorism: Estimate	0.728002667	0.918888807	1.038576007	0.753495395	0.963115752	0.87702471	0.813495517	0.819041073	0.840972781	0.722605228	0.809086382	0.777999878	0.350779146	0.867810428	0.882254303
Cabo Verde	CPV	Control of Corruption: Estimate	0.573761344	0.588408887	0.460206002	0.557009697	0.81033951	0.889813185	0.867661119	0.867434919	0.856144667	0.9037503	0.868030965	0.836728513	0.938025832	0.949543476	0.875388503
Cabo Verde	CPV	Government Effectiveness: Estimate	-0.075488508	-0.022810141	-0.032211859	-0.212178513	0.157255396	0.353523284	0.065786988	0.053114567	-0.015926674	0.154647484	0.120573722	0.096909538	0.069981024	0.147835761	0.097884186
Cabo Verde	CPV	Regulatory Quality: Estimate	-0.238613471	-0.185420632	-0.321418196	-0.321502417	-0.184426874	-0.184331208	-0.039944433	0.040308967	-0.03262677	0.073622726	0.056365997	-0.100720599	-0.183811575	-0.264603525	-0.296029031
Cabo Verde	CPV	Rule of Law: Estimate	0.341298133	0.293519884	0.357084632	0.402133673	0.65333122	0.628360033	0.576220572	0.535593033	0.474659562	0.510734975	0.524149299	0.535970628	0.634805202	0.589895785	0.345834255
Cambodia	KHM	Political Stability and Absence of Violence/Terrorism: Estimate	-0.727674782	-0.652526021	-0.408753872	-0.396175206	-0.347723693	-0.362984926	-0.300469309	-0.562560201	-0.50098443	-0.304419667	-0.103577204	-0.136436149	0.023174802	0.061942287	0.177927718
Cambodia	KHM	Control of Corruption: Estimate	-1.009934545	-0.994759977	-1.061730146	-1.209746718	-1.253652096	-1.14503777	-1.231374979	-1.174738526	-1.243029118	-1.238742709	-1.070102453	-1.052427888	-1.137763739	-1.117967606	-1.297127008
Cambodia	KHM	Government Effectiveness: Estimate	-0.808399796	-0.851849973	-0.885681391	-0.999322534	-0.966637969	-0.903798699	-0.988755107	-0.945098281	-0.942988813	-0.862748981	-0.815831959	-0.906181395	-0.688959599	-0.699413061	-0.69462353
Cambodia	KHM	Regulatory Quality: Estimate	-0.311879367	-0.454918623	-0.511456907	-0.529146671	-0.612580955	-0.481940091	-0.44645378	-0.485972226	-0.475346088	-0.583628774	-0.341397077	-0.338365346	-0.423162788	-0.525049269	-0.465379208
Cambodia	KHM	Rule of Law: Estimate	-1.143051505	-1.253176212	-1.279729486	-1.233935356	-1.234537482	-1.142243743	-1.148304462	-1.118063331	-1.118508458	-1.045039773	-0.979674339	-1.00411737	-0.955210149	-0.978473485	-1.095991969
Cameroon	CMR	Political Stability and Absence of Violence/Terrorism: Estimate	-0.677342117	-0.429809421	-0.360389054	-0.18314299	-0.245271444	-0.325032562	-0.550896108	-0.474470109	-0.736971438	-0.66168797	-0.588517427	-0.532237291	-1.059252381	-0.989607453	-0.949917555
Cameroon	CMR	Control of Corruption: Estimate	-1.167199612	-0.978816867	-1.108282924	-1.181337476	-1.086014271	-1.020625114	-1.022167325	-1.003625989	-1.06104672	-1.145448804	-1.261324883	-1.20525074	-1.164003968	-1.074333429	-1.135688782
Cameroon	CMR	Government Effectiveness: Estimate	-0.849560082	-0.704714537	-0.696562052	-0.909558892	-0.949396133	-0.841256976	-0.805820525	-0.837522626	-0.890071929	-0.890059233	-0.898006082	-0.918751955	-0.791034162	-0.773310483	-0.759951293
Cameroon	CMR	Regulatory Quality: Estimate	-0.873907864	-0.839056015	-0.691592932	-0.929634511	-0.848338783	-0.847793639	-0.827149928	-0.761582077	-0.744187593	-0.806949377	-0.928684175	-0.937469542	-0.884594798	-0.917098641	-0.789914131
Cameroon	CMR	Rule of Law: Estimate	-1.230029941	-1.076435447	-1.18595612	-1.207887173	-1.154537201	-1.184692979	-1.099858403	-1.123142362	-1.071240306	-1.074480534	-1.041518331	-1.050953388	-0.896448255	-0.975390732	-1.019376278
Canada	CAN	Political Stability and Absence of Violence/Terrorism: Estimate	1.221569419	1.054091454	0.876835406	0.829618096	1.035532594	1.00686717	1.041849613	1.126739144	0.936318219	1.077175736	1.113016248	1.061421752	1.17550385	1.274697781	1.242899418
Canada	CAN	Control of Corruption: Estimate	2.034851789	1.986541629	1.827714205	1.879260898	1.962554097	2.000899553	2.002688646	2.061788797	2.069799423	1.977883339	1.927136421	1.886832833	1.836426377	1.88655889	1.982595563
Canada	CAN	Government Effectiveness: Estimate	1.923086286	1.990027308	1.922352433	1.887422085	1.895545006	1.761394262	1.791680694	1.745889544	1.783194065	1.778377771	1.765713096	1.788731575	1.760523319	1.762370825	1.798412919
Canada	CAN	Regulatory Quality: Estimate	1.581650019	1.557191968	1.626670122	1.566931486	1.55885005	1.605411291	1.650838137	1.699474931	1.695867181	1.691034317	1.714615703	1.739304066	1.845021725	1.717661262	1.738957644
Canada	CAN	Rule of Law: Estimate	1.693408847	1.734842062	1.706600547	1.661659479	1.814535499	1.81470561	1.808290362	1.804081559	1.805715084	1.736530542	1.763582468	1.755975723	1.89068222	1.842076302	1.835433841
Cayman Islands	CYM	Political Stability and Absence of Violence/Terrorism: Estimate	0.792757034	0.853129327	1.237211823	1.193962097	1.107798457	1.086767077	1.116135955	1.094432712	1.149637938	1.336360812	0.959384382	1.017615318	1.04634726	1.153417587	1.166703582
Cayman Islands	CYM	Control of Corruption: Estimate	1.349896431	1.376689911	1.278590798	1.278152943	1.25953114	1.269964576	0.806962311	1.11636126	1.127208591	1.351357579	1.354136109	1.359179378	1.018918037	1.019112229	0.533327401
Cayman Islands	CYM	Government Effectiveness: Estimate	1.963559389	1.410648108	1.276951194	1.292861938	1.285326958	1.252984643	1.279326439	1.268191576	1.251718879	1.242131352	1.254732013	1.227073789	1.180053711	1.167015076	1.177957296
Cayman Islands	CYM	Regulatory Quality: Estimate	1.468842149	1.447286487	1.472530961	1.360657215	1.350138307	1.377706289	1.146508932	1.164975405	1.159170032	1.140771866	1.108562231	1.118896961	0.852485299	0.815154195	0.787406087
Cayman Islands	CYM	Rule of Law: Estimate	1.499740958	1.261433959	1.159124851	0.857202649	1.080183744	1.10512352	1.127510905	0.89725244	0.900772393	0.883740366	0.896737218	0.902007699	0.58729589	0.81687969	0.781872988
Central African Republic	CAF	Political Stability and Absence of Violence/Terrorism: Estimate	-1.734490752	-1.538547039	-1.42479825	-1.430053115	-1.851547837	-1.854586244	-1.842395306	-1.905314445	-2.020625353	-1.789389133	-1.852922916	-2.154896736	-2.699193239	-1.904764652	-1.737660766
Central African Republic	CAF	Control of Corruption: Estimate	-1.091485381	-1.160548329	-1.385589123	-1.278492808	-1.210749388	-1.189860821	-1.115491271	-0.976690412	-0.929651856	-0.946708739	-0.992781579	-1.090757012	-1.160162926	-1.308037281	-1.275277138
Central African Republic	CAF	Government Effectiveness: Estimate	-1.538998246	-1.460072637	-1.531202912	-1.564508796	-1.50442493	-1.537028313	-1.374411225	-1.412179947	-1.387743354	-1.282365799	-1.448529005	-1.609882593	-1.848332644	-1.784717083	-1.768063784
Central African Republic	CAF	Regulatory Quality: Estimate	-1.079601407	-1.104644299	-1.20494771	-1.340983033	-1.260502815	-1.293416142	-1.206067085	-1.25585568	-1.159350872	-1.191609144	-1.077462435	-1.172317505	-1.393426895	-1.439941168	-1.427166939
Central African Republic	CAF	Rule of Law: Estimate	-1.047228575	-1.437394738	-1.584722281	-1.453295112	-1.538241148	-1.568370819	-1.414786458	-1.305086851	-1.294276357	-1.290683508	-1.443371415	-1.793080688	-1.695696592	-1.684809923	-1.843082547
Chad	TCD	Political Stability and Absence of Violence/Terrorism: Estimate	-1.560968637	-1.372347236	-1.539691925	-1.443999052	-1.832306385	-1.865932584	-1.966756105	-1.728324413	-1.524827719	-1.318085194	-1.044117332	-1.089472294	-1.568882704	-0.974552572	-1.208127022
