"COU","Country","CORP_TAX","Corporate income tax rate","YEA","Year","Value","Flag Codes","Flags"
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",26,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",24,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",24,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",21,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",20,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",19,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",19,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",19,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",19,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",19,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",19,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",19,,
"CZE","Czech Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",19,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",31,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",31,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",31,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",31,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",28,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",26,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",24,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",24,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",21,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",20,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",19,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",19,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",19,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",19,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",19,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",19,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",19,,
"CZE","Czech Republic","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",19,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2000","2000",32,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2001","2001",30,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2002","2002",30,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2003","2003",30,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2004","2004",30,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2005","2005",28,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2006","2006",28,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2007","2007",25,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2008","2008",25,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2009","2009",25,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2010","2010",25,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2011","2011",25,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2012","2012",25,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2013","2013",25,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2014","2014",24.5,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2015","2015",23.5,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2016","2016",22,,
"DNK","Denmark","CIT_RATE","Corporate income tax rate","2017","2017",22,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",32,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",30,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",30,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",30,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",30,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",28,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",28,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",25,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",25,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",25,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",25,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",25,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",25,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",25,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",24.5,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",23.5,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",22,,
"DNK","Denmark","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",22,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",32,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",30,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",30,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",30,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",30,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",28,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",28,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",25,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",25,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",25,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",25,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",25,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",25,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",25,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",24.5,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",23.5,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",22,,
"DNK","Denmark","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",22,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2000","2000",29,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2001","2001",29,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2002","2002",29,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2003","2003",29,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2004","2004",29,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2005","2005",26,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2006","2006",26,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2007","2007",26,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2008","2008",26,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2009","2009",26,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2010","2010",26,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2011","2011",26,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2012","2012",24.5,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2013","2013",24.5,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2014","2014",20,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2015","2015",20,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2016","2016",20,,
"FIN","Finland","CIT_RATE","Corporate income tax rate","2017","2017",20,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",29,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",29,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",29,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",29,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",29,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",26,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",26,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",26,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",26,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",26,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",26,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",26,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",24.5,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",24.5,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",20,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",20,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",20,,
"FIN","Finland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",20,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",29,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",29,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",29,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",29,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",29,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",26,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",26,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",26,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",26,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",26,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",26,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",26,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",24.5,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",24.5,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",20,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",20,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",20,,
"FIN","Finland","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",20,,
"FRA","France","CIT_RATE","Corporate income tax rate","2000","2000",37.76289,,
"FRA","France","CIT_RATE","Corporate income tax rate","2001","2001",36.42969,,
"FRA","France","CIT_RATE","Corporate income tax rate","2002","2002",35.42979,,
"FRA","France","CIT_RATE","Corporate income tax rate","2003","2003",35.42979,,
"FRA","France","CIT_RATE","Corporate income tax rate","2004","2004",35.42979,,
"FRA","France","CIT_RATE","Corporate income tax rate","2005","2005",34.92984,,
"FRA","France","CIT_RATE","Corporate income tax rate","2006","2006",34.42989,,
"FRA","France","CIT_RATE","Corporate income tax rate","2007","2007",34.42989,,
"FRA","France","CIT_RATE","Corporate income tax rate","2008","2008",34.42989,,
"FRA","France","CIT_RATE","Corporate income tax rate","2009","2009",34.42989,,
"FRA","France","CIT_RATE","Corporate income tax rate","2010","2010",34.42989,,
"FRA","France","CIT_RATE","Corporate income tax rate","2011","2011",36.09639,,
"FRA","France","CIT_RATE","Corporate income tax rate","2012","2012",36.09639,,
"FRA","France","CIT_RATE","Corporate income tax rate","2013","2013",37.9962,,
"FRA","France","CIT_RATE","Corporate income tax rate","2014","2014",37.9962,,
"FRA","France","CIT_RATE","Corporate income tax rate","2015","2015",37.9962,,
"FRA","France","CIT_RATE","Corporate income tax rate","2016","2016",34.43,,
"FRA","France","CIT_RATE","Corporate income tax rate","2017","2017",34.43,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2000","2000",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2001","2001",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2002","2002",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2003","2003",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2004","2004",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2005","2005",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2006","2006",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2007","2007",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2008","2008",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2009","2009",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2010","2010",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2011","2011",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2012","2012",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2013","2013",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2014","2014",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2015","2015",33.33,,
"FRA","France","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2016","2016",33.33,,
